
=================================================================
  InvoiceTriageEnv — REINFORCE Training
  Tasks: ['easy_approve_clean', 'easy_reject_no_po', 'easy_utilities_approve', 'easy_travel_approve', 'easy_missing_approval', 'medium_amount_mismatch', 'medium_duplicate_detection', 'medium_fx_currency_risk', 'medium_equipment_over_budget', 'medium_subscription_overbill', 'medium_split_invoice_abuse', 'hard_multi_issue_fraud', 'hard_suspicious_vendor', 'hard_ghost_vendor', 'hard_tax_fraud_pattern', 'hard_healthcare_complex']
  Episodes: 5000 | LR: 0.0003 | γ: 0.99
  Policy params: 366,602
=================================================================

  Ep    1/5000 | task=easy_approve_clean             | score=0.0001 | avg20=0.0001 | steps= 5 | loss=-0.1572
  Ep 4450/5000 | task=easy_reject_no_po              | score=0.7714 | avg20=0.1963 | steps= 5 | loss=-0.7947
  Ep 4460/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1737 | steps=10 | loss=1.2848
  Ep 4470/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1416 | steps= 4 | loss=-0.5685
  Ep 4480/5000 | task=hard_healthcare_complex        | score=0.2273 | avg20=0.1638 | steps=10 | loss=-0.0076
  Ep 4490/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.2988 | steps= 8 | loss=0.9221
  Ep 4500/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2934 | steps= 4 | loss=-0.1946
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4500.pt
  Ep 4510/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1192 | steps= 6 | loss=-13.4365
  Ep 4520/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1495 | steps= 5 | loss=-4.0973
  Ep 4530/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2190 | steps= 9 | loss=4.6320
  Ep 4540/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2218 | steps= 8 | loss=-2.2841
  Ep 4550/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.2860 | steps= 4 | loss=-1.2915
  Ep 4560/5000 | task=hard_healthcare_complex        | score=0.2091 | avg20=0.2275 | steps=12 | loss=1.2229
  Ep 4570/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.2888 | steps= 8 | loss=0.7515
  Ep 4580/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.3153 | steps= 6 | loss=-0.8887
  Ep 4590/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1135 | steps= 7 | loss=11.7596
  Ep 4600/5000 | task=medium_fx_currency_risk        | score=0.2250 | avg20=0.1714 | steps= 8 | loss=1.4203
  Ep 4610/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.2463 | steps= 5 | loss=-0.7547
  Ep 4620/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2543 | steps=11 | loss=2.8841
  Ep 4630/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.2704 | steps= 4 | loss=-1.6444
  Ep 4640/5000 | task=hard_healthcare_complex        | score=0.2182 | avg20=0.2950 | steps=10 | loss=0.3703
  Ep 4650/5000 | task=medium_subscription_overbill   | score=0.2375 | avg20=0.3058 | steps= 7 | loss=-1.4236
  Ep 4660/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2341 | steps= 5 | loss=-0.4369
  Ep 4670/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1769 | steps= 6 | loss=-9.2407
  Ep 4680/5000 | task=medium_fx_currency_risk        | score=0.2000 | avg20=0.1874 | steps=11 | loss=-0.7612
  Ep 4690/5000 | task=easy_reject_no_po              | score=0.0714 | avg20=0.2343 | steps= 4 | loss=-6.8526
  Ep 4700/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2139 | steps= 7 | loss=-5.6454
  Ep 4710/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1943 | steps= 4 | loss=-2.1316
  Ep 4720/5000 | task=hard_healthcare_complex        | score=0.4909 | avg20=0.2516 | steps= 6 | loss=-1.0217
  Ep 4730/5000 | task=medium_subscription_overbill   | score=0.1875 | avg20=0.2484 | steps=11 | loss=1.0934
  Ep 4740/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1709 | steps= 4 | loss=-0.0393
  Ep 4750/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1350 | steps= 5 | loss=-12.1361
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4750.pt
  Ep 4760/5000 | task=medium_fx_currency_risk        | score=0.2000 | avg20=0.2256 | steps=11 | loss=-0.1750
  Ep 4770/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.2984 | steps=10 | loss=0.6691
  Ep 4780/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2274 | steps= 9 | loss=1.5385
  Ep 4790/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1829 | steps= 9 | loss=10.9186
  Ep 4800/5000 | task=hard_healthcare_complex        | score=0.6727 | avg20=0.1774 | steps=10 | loss=3.2871
  Ep 4810/5000 | task=medium_subscription_overbill   | score=0.1750 | avg20=0.2200 | steps=12 | loss=-0.9897
  Ep 4820/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.2070 | steps= 4 | loss=-0.0631
  Ep 4830/5000 | task=hard_ghost_vendor              | score=0.2080 | avg20=0.1768 | steps= 5 | loss=-10.3002
  Ep 4840/5000 | task=medium_fx_currency_risk        | score=0.5875 | avg20=0.1764 | steps= 5 | loss=-2.1008
  Ep 4850/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1865 | steps= 3 | loss=-26.6385
  Ep 4860/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.2400 | steps=14 | loss=0.9841
  Ep 4870/5000 | task=medium_amount_mismatch         | score=0.5750 | avg20=0.2490 | steps= 6 | loss=3.2454
  Ep 4880/5000 | task=hard_healthcare_complex        | score=0.2182 | avg20=0.2459 | steps=10 | loss=0.5153
  Ep 4890/5000 | task=medium_subscription_overbill   | score=0.8750 | avg20=0.3144 | steps= 6 | loss=-7.7629
  Ep 4900/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.3330 | steps= 5 | loss=-0.4008
  Ep 4910/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.2300 | steps= 5 | loss=-12.4597
  Ep 4920/5000 | task=medium_fx_currency_risk        | score=0.8625 | avg20=0.2664 | steps= 7 | loss=-1.0381
  Ep 4930/5000 | task=easy_reject_no_po              | score=0.0571 | avg20=0.2217 | steps= 5 | loss=0.0855
  Ep 4940/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1985 | steps=12 | loss=1.8109
  Ep 4950/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.2664 | steps= 4 | loss=-1.0989
  Ep 4960/5000 | task=hard_healthcare_complex        | score=0.1273 | avg20=0.2329 | steps= 5 | loss=-14.1809
  Ep 4970/5000 | task=medium_subscription_overbill   | score=0.2250 | avg20=0.3119 | steps= 8 | loss=0.1735
  Ep 4980/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.2549 | steps= 6 | loss=-0.8151
  Ep 4990/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1804 | steps= 6 | loss=-10.6829
  Ep 5000/5000 | task=medium_fx_currency_risk        | score=0.2500 | avg20=0.2701 | steps= 6 | loss=-8.0739
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep5000.pt

=================================================================
  Running final benchmark (3 trials per task, stochastic)...
    easy_approve_clean                  score=0.5128  steps=4  trials=[0.0001, 0.7692, 0.7692]
    easy_reject_no_po                   score=0.2382  steps=9  trials=[0.0001, 0.0001, 0.7143]
    easy_utilities_approve              score=0.2155  steps=8  trials=[0.0001, 0.6462, 0.0001]
    easy_travel_approve                 score=0.2155  steps=5  trials=[0.0001, 0.6462, 0.0001]
    easy_missing_approval               score=0.1382  steps=9  trials=[0.0001, 0.0001, 0.4143]
    medium_amount_mismatch              score=0.1959  steps=8  trials=[0.5875, 0.0001, 0.0001]
    medium_duplicate_detection          score=0.2167  steps=8  trials=[0.0875, 0.0001, 0.5625]
    medium_fx_currency_risk             score=0.3375  steps=13  trials=[0.85, 0.0001, 0.1625]
    medium_equipment_over_budget        score=0.3292  steps=15  trials=[0.8125, 0.175, 0.0001]
    medium_subscription_overbill        score=0.3250  steps=10  trials=[0.5875, 0.1875, 0.2]
    medium_split_invoice_abuse          score=0.1922  steps=11  trials=[0.4471, 0.1294, 0.0001]
    hard_multi_issue_fraud              score=0.0581  steps=19  trials=[0.0001, 0.0001, 0.1742]
    hard_suspicious_vendor              score=0.3727  steps=13  trials=[0.6727, 0.2455, 0.2]
    hard_ghost_vendor                   score=0.0667  steps=12  trials=[0.0001, 0.0001, 0.2]
    hard_tax_fraud_pattern              score=0.2772  steps=13  trials=[0.1263, 0.1158, 0.5895]
    hard_healthcare_complex             score=0.3788  steps=10  trials=[0.7, 0.2182, 0.2182]

  Average benchmark score: 0.2544
=================================================================

  ✓ Saved benchmark: outputs/benchmark_results.json
  ✓ Saved training curve: outputs/training_curves.png
  Total training time: 86.6s (1.4 min)
