
=================================================================
  InvoiceTriageEnv — REINFORCE Training
  Tasks: ['easy_approve_clean', 'easy_reject_no_po', 'easy_utilities_approve', 'easy_travel_approve', 'easy_missing_approval', 'medium_amount_mismatch', 'medium_duplicate_detection', 'medium_fx_currency_risk', 'medium_equipment_over_budget', 'medium_subscription_overbill', 'medium_split_invoice_abuse', 'hard_multi_issue_fraud', 'hard_suspicious_vendor', 'hard_ghost_vendor', 'hard_tax_fraud_pattern', 'hard_healthcare_complex']
  Episodes: 5000 | LR: 0.0003 | γ: 0.99
  Policy params: 366,602
=================================================================

  Ep    1/5000 | task=easy_approve_clean             | score=0.7692 | avg20=0.7692 | steps= 4 | loss=-0.2513
  Ep 4480/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0840 | steps=20 | loss=-0.2272
  Ep 4490/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0701 | steps=15 | loss=-0.2017
  Ep 4500/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1889 | steps= 4 | loss=-0.1916
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4500.pt
  Ep 4510/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.2633
  Ep 4520/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1207 | steps=15 | loss=-0.1633
  Ep 4530/5000 | task=easy_reject_no_po              | score=0.0001 | avg20=0.1225 | steps= 3 | loss=0.2734
  Ep 4540/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0665 | steps=20 | loss=-0.1864
  Ep 4550/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1530 | steps= 4 | loss=-0.1275
  Ep 4560/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0902 | steps=20 | loss=-0.2357
  Ep 4570/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1050 | steps=15 | loss=-0.1542
  Ep 4580/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1915 | steps= 4 | loss=-0.1957
  Ep 4590/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.1619
  Ep 4600/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.1451
  Ep 4610/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1444 | steps= 3 | loss=-0.1132
  Ep 4620/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.1872
  Ep 4630/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1696 | steps= 4 | loss=-0.1909
  Ep 4640/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1068 | steps=20 | loss=-0.1748
  Ep 4650/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1116 | steps=15 | loss=-0.0946
  Ep 4660/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1981 | steps= 4 | loss=0.0055
  Ep 4670/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.2039
  Ep 4680/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0822 | steps=15 | loss=-0.1031
  Ep 4690/5000 | task=easy_reject_no_po              | score=0.7571 | avg20=0.1527 | steps= 5 | loss=0.2650
  Ep 4700/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1274 | steps=20 | loss=-0.1656
  Ep 4710/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1776 | steps= 5 | loss=-0.2990
  Ep 4720/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1225 | steps=20 | loss=-0.1593
  Ep 4730/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0730 | steps=15 | loss=-0.1759
  Ep 4740/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1210 | steps= 5 | loss=-0.4444
  Ep 4750/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0499 | steps=20 | loss=-0.1433
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep4750.pt
  Ep 4760/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0869 | steps=15 | loss=-0.1462
  Ep 4770/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1428 | steps= 3 | loss=-0.2014
  Ep 4780/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1207 | steps=20 | loss=-0.1843
  Ep 4790/5000 | task=medium_amount_mismatch         | score=0.5875 | avg20=0.2147 | steps= 4 | loss=-0.3144
  Ep 4800/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.1519 | steps=20 | loss=-0.1077
  Ep 4810/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0822 | steps=15 | loss=-0.1493
  Ep 4820/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1334 | steps= 4 | loss=-0.1730
  Ep 4830/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0531 | steps=20 | loss=-0.1399
  Ep 4840/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.0561 | steps=15 | loss=-0.1835
  Ep 4850/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1121 | steps= 3 | loss=-0.1282
  Ep 4860/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.0884 | steps=20 | loss=-0.1585
  Ep 4870/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1207 | steps= 4 | loss=-0.2869
  Ep 4880/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0902 | steps=20 | loss=-0.1553
  Ep 4890/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.0884 | steps=15 | loss=-0.1928
  Ep 4900/5000 | task=easy_travel_approve            | score=0.6462 | avg20=0.1207 | steps= 4 | loss=-0.2923
  Ep 4910/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.0623 | steps=20 | loss=-0.1580
  Ep 4920/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1165 | steps=15 | loss=-0.1953
  Ep 4930/5000 | task=easy_reject_no_po              | score=0.3143 | avg20=0.1428 | steps= 3 | loss=-0.0959
  Ep 4940/5000 | task=hard_multi_issue_fraud         | score=0.0001 | avg20=0.1162 | steps=20 | loss=-0.1551
  Ep 4950/5000 | task=medium_amount_mismatch         | score=0.0001 | avg20=0.1287 | steps= 5 | loss=0.1558
  Ep 4960/5000 | task=hard_healthcare_complex        | score=0.0364 | avg20=0.0689 | steps=20 | loss=-0.2105
  Ep 4970/5000 | task=medium_subscription_overbill   | score=0.0001 | avg20=0.1071 | steps=15 | loss=-0.1118
  Ep 4980/5000 | task=easy_travel_approve            | score=0.0001 | avg20=0.1859 | steps= 5 | loss=-0.6214
  Ep 4990/5000 | task=hard_ghost_vendor              | score=0.0001 | avg20=0.1101 | steps=20 | loss=-0.2223
  Ep 5000/5000 | task=medium_fx_currency_risk        | score=0.0001 | avg20=0.1162 | steps=15 | loss=-0.0872
  ✓ Saved checkpoint: outputs/checkpoints/policy_ep5000.pt

=================================================================
  Running final benchmark (3 trials per task, stochastic)...
    easy_approve_clean                  score=0.7692  steps=4  trials=[0.7692, 0.7692, 0.7692]
    easy_reject_no_po                   score=0.2096  steps=3  trials=[0.0001, 0.3143, 0.3143]
    easy_utilities_approve              score=0.4308  steps=10  trials=[0.6462, 0.6462, 0.0001]
    easy_travel_approve                 score=0.6462  steps=4  trials=[0.6462, 0.6462, 0.6462]
    easy_missing_approval               score=0.0001  steps=12  trials=[0.0001, 0.0001, 0.0001]
    medium_amount_mismatch              score=0.0001  steps=5  trials=[0.0001, 0.0001, 0.0001]
    medium_duplicate_detection          score=0.0001  steps=15  trials=[0.0001, 0.0001, 0.0001]
    medium_fx_currency_risk             score=0.0001  steps=15  trials=[0.0001, 0.0001, 0.0001]
    medium_equipment_over_budget        score=0.0001  steps=15  trials=[0.0001, 0.0001, 0.0001]
    medium_subscription_overbill        score=0.0001  steps=15  trials=[0.0001, 0.0001, 0.0001]
    medium_split_invoice_abuse          score=0.0001  steps=15  trials=[0.0001, 0.0001, 0.0001]
    hard_multi_issue_fraud              score=0.0001  steps=20  trials=[0.0001, 0.0001, 0.0001]
    hard_suspicious_vendor              score=0.0001  steps=20  trials=[0.0001, 0.0001, 0.0001]
    hard_ghost_vendor                   score=0.0001  steps=20  trials=[0.0001, 0.0001, 0.0001]
    hard_tax_fraud_pattern              score=0.0001  steps=18  trials=[0.0001, 0.0001, 0.0001]
    hard_healthcare_complex             score=0.0364  steps=20  trials=[0.0364, 0.0364, 0.0364]

  Average benchmark score: 0.1308
=================================================================

  ✓ Saved benchmark: outputs/benchmark_results.json
  ✓ Saved training curve: outputs/training_curves.png
  Total training time: 113.7s (1.9 min)
